FactKey,BusinessKey,DateKey,KPIKey,Value,Target,DataQualityFlag,Source_Note
280,6,20250201,5,22,19,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
281,6,20250201,6,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
282,6,20250201,7,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
283,6,20250201,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
284,6,20250201,9,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
285,6,20250201,10,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
286,6,20250201,11,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
287,6,20250201,12,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
288,6,20250201,13,49,42,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
289,6,20250201,14,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
290,6,20250201,15,22,19,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
291,6,20250201,16,0.0695,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
292,6,20250201,17,0.1539,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
293,6,20250201,18,0.3123,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
294,6,20250201,19,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
295,6,20250201,20,6.82,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
296,6,20250201,21,0.9699,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
297,6,20250201,22,6.2,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
298,6,20250201,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
299,6,20250201,24,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
300,6,20250201,25,23,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
301,6,20250201,26,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
302,6,20250201,27,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
303,6,20250201,28,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
304,6,20250201,29,6.19,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
305,6,20250201,30,4442660,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
306,6,20250201,31,4863920,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
307,6,20250201,32,1085180,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
308,6,20250201,33,1506440,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
309,6,20250201,34,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
310,6,20250201,35,81.77,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
311,6,20250201,36,84.43,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
312,6,20250201,37,87.09,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
313,6,20250201,38,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
314,6,20250201,39,92.4,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
315,6,20250201,40,95.06,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
316,6,20250201,41,97.72,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
317,6,20250201,42,73.88,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
318,6,20250201,43,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
319,6,20250201,44,79.19,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
320,6,20250201,45,81.85,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
321,6,20250201,46,84.51,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
322,6,20250201,47,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
323,6,20250201,48,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
324,6,20250201,49,92.48,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
325,6,20250201,50,95.14,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
326,6,20250201,51,97.8,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
327,6,20250201,52,73.96,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
328,6,20250201,53,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
329,6,20250201,54,79.27,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
330,6,20250201,55,23,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
331,7,20250201,1,16,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
332,7,20250201,2,22,19,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
333,7,20250201,3,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
334,7,20250201,4,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
335,7,20250201,5,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
336,7,20250201,6,47,40,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
337,7,20250201,7,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
338,7,20250201,8,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
339,7,20250201,9,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
340,7,20250201,10,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
341,7,20250201,11,16,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
342,7,20250201,12,22,19,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
343,7,20250201,13,103,88,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
344,7,20250201,14,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
345,7,20250201,15,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
346,7,20250201,16,0.1146,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
347,7,20250201,17,0.2201,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
348,7,20250201,18,0.4175,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
349,7,20250201,19,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
350,7,20250201,20,2.27,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
351,7,20250201,21,0.3755,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
352,7,20250201,22,34.7,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
353,7,20250201,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
354,7,20250201,24,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
355,7,20250201,25,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
356,7,20250201,26,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
357,7,20250201,27,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
358,7,20250201,28,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
359,7,20250201,29,1.64,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
360,7,20250201,30,1505600,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
361,7,20250201,31,1926860,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
362,7,20250201,32,2348120,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
363,7,20250201,33,2769380,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
364,7,20250201,34,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
365,7,20250201,35,89.74,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
366,7,20250201,36,92.4,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
367,7,20250201,37,95.06,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
368,7,20250201,38,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
369,7,20250201,39,73.87,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
370,7,20250201,40,76.53,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
371,7,20250201,41,79.19,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
372,7,20250201,42,81.85,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
373,7,20250201,43,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
374,7,20250201,44,87.16,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
375,7,20250201,45,89.82,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
376,7,20250201,46,92.48,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
377,7,20250201,47,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
378,7,20250201,48,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
379,7,20250201,49,73.95,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
380,7,20250201,50,76.61,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
381,7,20250201,51,79.27,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
382,7,20250201,52,81.93,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
383,7,20250201,53,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
384,7,20250201,54,87.24,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
385,7,20250201,55,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
386,8,20250201,1,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
387,8,20250201,2,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
388,8,20250201,3,47,40,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
389,8,20250201,4,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
390,8,20250201,5,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
391,8,20250201,6,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
392,8,20250201,7,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
393,8,20250201,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
394,8,20250201,9,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
395,8,20250201,10,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
396,8,20250201,11,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
397,8,20250201,12,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
398,8,20250201,13,157,133,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
399,8,20250201,14,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
400,8,20250201,15,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
401,8,20250201,16,0.0097,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
402,8,20250201,17,0.0663,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
403,8,20250201,18,0.1728,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
404,8,20250201,19,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
405,8,20250201,20,4.23,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
406,8,20250201,21,0.6311,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
407,8,20250201,22,63.3,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
408,8,20250201,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
409,8,20250201,24,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
410,8,20250201,25,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
411,8,20250201,26,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
412,8,20250201,27,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
413,8,20250201,28,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
414,8,20250201,29,3.59,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
415,8,20250201,30,2768540,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
416,8,20250201,31,3189800,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
417,8,20250201,32,3611060,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
418,8,20250201,33,4032320,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
419,8,20250201,34,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
420,8,20250201,35,97.71,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
421,8,20250201,36,73.87,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
422,8,20250201,37,76.53,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
423,8,20250201,38,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
424,8,20250201,39,81.84,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
425,8,20250201,40,84.5,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
426,8,20250201,41,87.16,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
427,8,20250201,42,89.82,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
428,8,20250201,43,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
429,8,20250201,44,95.13,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
430,8,20250201,45,97.79,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
431,8,20250201,46,73.95,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
432,8,20250201,47,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
433,8,20250201,48,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
434,8,20250201,49,81.92,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
435,8,20250201,50,84.58,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
436,8,20250201,51,87.24,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
437,8,20250201,52,89.9,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
438,8,20250201,53,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
439,8,20250201,54,95.21,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
440,8,20250201,55,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
441,9,20250201,1,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
442,9,20250201,2,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
443,9,20250201,3,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
444,9,20250201,4,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
445,9,20250201,5,16,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
446,9,20250201,6,22,19,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
447,9,20250201,7,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
448,9,20250201,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
449,9,20250201,9,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
450,9,20250201,10,47,40,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
451,9,20250201,11,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
452,9,20250201,12,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
453,9,20250201,13,32,27,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
454,9,20250201,14,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
455,9,20250201,15,16,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
456,9,20250201,16,0.0548,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
457,9,20250201,17,0.1324,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
458,9,20250201,18,0.278,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
